Pos,Race No,Wave,Flag,Name,Time,Net Time,Category,Cat Pos,Gender,Gen Pos,Club,Country
5572,36660,D - Group 1,XX,Sergey DEMCHENKO,09:45:29,09:43:49,40-49,2281,Male,4977,,ANA
5573,57672,E - Group 1,ZW,Tatenda MURASIRANWA,09:45:29,09:43:31,40-49,2282,Male,4978,,Zimbabwe
5574,7864,G - Group 1,ZA,Mohammed RAWAT,09:45:31,09:41:57,40-49,2283,Male,4979,SAVE ORION AC,South Africa
5575,32456,G - Group 1,ZA,Pumlani NTULI,09:45:31,09:41:59,40-49,2284,Male,4980,SAVE ORION AC,South Africa
5576,50107,E - Group 1,ZA,Sibusiso N. NKOSI,09:45:35,09:44:20,40-49,2285,Male,4981,MANONI RUNNING CLUB,South Africa
5577,57301,D - Group 1,ZA,Fhatuwani Albert RAMANALA,09:45:36,09:44:22,Senior,1823,Male,4982,MUSINA TOP RUNNERS,South Africa
5578,58860,H - Group 1,ZA,Lunga MAZIBUKO,09:45:36,09:41:26,Senior,1824,Male,4983,BANKSERVAFRICA AC,South Africa
5579,56019,F - Group 1,IN,Tushar PRADHAN,09:45:38,09:42:38,40-49,2286,Male,4984,,India
5580,32646,D - Group 1,IN,Rajesh KOCHE,09:45:38,09:44:00,40-49,2287,Male,4985,AMRARAVAI ROAD RUNNERS,India
5581,44173,E - Group 1,IN,Prasad SHINDE,09:45:38,09:44:16,40-49,2288,Male,4986,PS TRIATHLETES,India
5582,36247,D - Group 1,IN,Omkar JOKAR,09:45:38,09:44:01,Senior,1825,Male,4987,ABCD MULTISPORTS,India
5583,23603,D - Group 1,ZA,Arthur MUNZAR,09:45:41,09:44:58,40-49,2289,Male,4988,,South Africa
5584,41711,N - Group 2,ZA,Themba JALI,09:45:41,09:43:13,40-49,2290,Male,4989,WESTVILLE AC,South Africa
5585,45786,F - Group 1,ZA,Luxolo Masande NQATYELWA,09:45:41,09:43:54,40-49,2291,Male,4990,CHEETHAS AC TRANSKEI,South Africa
5586,26158,M - Group 2,ZA,James Koloto PHASHA,09:45:43,09:44:14,40-49,2292,Male,4991,CORRECTIONAL SERVICES GN (DEPT OF CORR SRVICES PRETORIA),South Africa
5587,29129,G - Group 1,ZA,James ERASMUS,09:45:43,09:42:32,40-49,2293,Male,4992,FOURWAYS ROAD RUNNERS (LONEHILL),South Africa
5588,55501,C - Group 1,ZA,Richard DE KLERK,09:45:45,09:45:06,50-59,786,Male,4993,NEDBANK RUNNING CLUB CG,South Africa
5589,31714,F - Group 1,ZA,Vaughn MILLER,09:45:45,09:43:18,Senior,1826,Male,4994,TEAM VITALITY ATLETIC CLUB GN,South Africa
5590,9049,G - Group 1,ZA,Pieter SMITH,09:45:46,09:41:50,40-49,2294,Male,4995,TEAM VITALITY AC WP,South Africa
5591,38445,F - Group 1,ZA,Jan VAN ROOYEN,09:45:47,09:43:12,Senior,1827,Male,4996,TEAM VITALITY CLUB CG,South Africa
5592,40269,D - Group 1,MW,Fly Glyn PHIRI,09:45:47,09:44:15,40-49,2295,Male,4997,KIMBERLEY HARRIERS ROAD RUNNING CLUB,Malawi
5593,10908,H - Group 1,ZA,Ryan COLDMAN,09:45:47,09:41:50,40-49,2296,Male,4998,TEAM VITALITY AC WP,South Africa
5594,25378,D - Group 1,ZA,Phiwa GUMEDE,09:45:49,09:44:32,40-49,2297,Male,4999,DURBAN RUNNER ATHLETIC CLUB,South Africa
5595,28494,F - Group 1,ZA,Smangele MKHULISE,09:45:50,09:44:07,Senior,285,Female,596,HOLLYWOOD AC KZNA,South Africa
5596,44328,E - Group 1,ZA,Ntanana MAKGATA,09:45:50,09:43:17,Senior,1828,Male,5000,MANONI RUNNING CLUB,South Africa
5597,44253,D - Group 1,ZA,Bertus MOUTON,09:45:50,09:44:39,40-49,2298,Male,5001,TEAM VITALITY ATLETIC CLUB GN,South Africa
5598,34245,E - Group 1,ZA,Francois Pieter KOTZE,09:45:54,09:43:06,40-49,2299,Male,5002,STELLENBOSCH AC,South Africa
5599,44378,G - Group 1,ZA,Cara MUNRO,09:45:54,09:42:16,40-49,257,Female,597,THE COUNTRY CLUB JOHANNESBURG,South Africa
5600,32893,E - Group 1,ZA,Jono DOUTHWAITE,09:45:54,09:42:15,Senior,1829,Male,5003,FAKU CHIEFS AC,South Africa
5601,35725,D - Group 1,ZA,Kwazi ZONDI,09:45:54,09:44:41,50-59,787,Male,5004,CLERMONT STRIDERS AC,South Africa
5602,47517,F - Group 1,ZA,Daina-Lee OSBORN,09:45:55,09:43:06,Senior,286,Female,598,SCOTTBURGH AC,South Africa
5603,33529,H - Group 1,ZA,Marco BARBIERI,09:45:56,09:41:49,40-49,2300,Male,5005,ATC RUNNING,South Africa
5604,37363,A - Group 1,ZA,Bongiwe Prudence SIMELANE,09:45:56,09:45:51,40-49,258,Female,599,UBORA ATHLETICS CLUB JOHANNESBURG,South Africa
5605,30843,E - Group 1,ZA,Lunga MBATHA,09:45:57,09:44:30,Senior,1830,Male,5006,PRASA AC,South Africa
5606,38516,D - Group 1,ZA,Geraldine PRETORIUS,09:45:58,09:42:15,50-59,53,Female,600,PHOBIANS,South Africa
5607,55433,E - Group 1,ZA,Shaun LANGA,09:45:58,09:43:44,40-49,2301,Male,5007,TEAM VITALITY CLUB CG,South Africa
5608,56842,G - Group 1,ZA,Mlindeni MVANI,09:46:00,09:42:06,40-49,2302,Male,5008,CORRECTIONAL SERVICES BOR,South Africa
5609,54662,M - Group 2,ZA,Nomsa MOHOLOLA,09:46:00,09:44:26,40-49,259,Female,601,POLOKWANE AC,South Africa
5610,56543,D - Group 1,ZA,Wynand DU PREEZ,09:46:00,09:44:50,50-59,788,Male,5009,32GI RUNNING CLUB EP,South Africa
5611,43066,E - Group 1,BW,Jr SESUPENG,09:46:01,09:44:12,Senior,1831,Male,5010,GORILLA SPORTS,Botswana
5612,32384,H - Group 1,BR,Lisandro PAVAN,09:46:01,09:42:05,50-59,789,Male,5011,,Brazil
5613,58940,G - Group 1,ZA,Deon MAIPATH,09:46:04,09:41:51,50-59,790,Male,5012,SAVE ORION AC,South Africa
5614,24031,F - Group 1,ZA,Phakama SHEZI,09:46:05,09:44:13,60-69,88,Male,5013,HOLLYWOOD AC KZNA,South Africa
5615,37315,G - Group 1,ZA,Dakalo FUNYUFUNYU,09:46:05,09:42:48,Senior,1832,Male,5014,FARANANI ATLETICS CLUB,South Africa
5616,33052,E - Group 1,ZA,Albert COETSEE,09:46:05,09:44:22,Senior,1833,Male,5015,MCARTHUR MARATHON CLUB,South Africa
5617,36539,F - Group 1,ZA,Bhekizizwe NHLAPO,09:46:06,09:42:35,40-49,2303,Male,5016,MTN AC,South Africa
5618,11118,B - Group 1,ZA,Itumeleng PHALA,09:46:07,09:45:56,Senior,1834,Male,5017,IMPALA MARATHON CLUB NWN,South Africa
5619,57612,C - Group 1,ZA,Makalo KHOJANE,09:46:08,09:46:08,40-49,2304,Male,5018,TOTAL AC,South Africa
5620,55895,C - Group 1,ZA,Michael Melusi GAMEDE,09:46:08,09:45:45,40-49,2305,Male,5019,HOLLYWOOD AC CGA,South Africa
5621,30631,D - Group 1,ZA,Leonard MOROPANE,09:46:09,09:44:40,40-49,2306,Male,5020,PRASA AC,South Africa
5622,23545,C - Group 1,ZA,Given MALETE,09:46:10,09:45:34,Senior,1835,Male,5021,HOLLYWOOD AC CGA,South Africa
5623,38023,H - Group 1,BR,Gabriel ARRUDA ROCHA,09:46:10,09:42:19,Senior,1836,Male,5022,ZTRACK,Brazil
5624,43306,F - Group 1,ZA,Masixole BANDEZI,09:46:10,09:42:38,Senior,1837,Male,5023,WILD COAST ATHLETICS CLUB,South Africa
5625,41279,L - Group 2,ZA,Nicolette VISAGIE,09:46:11,09:46:11,50-59,54,Female,602,HARTBEESPOORT MARATHON CLUB CNW,South Africa
5626,59160,C - Group 1,ZA,Gavin THORNE,09:46:11,09:45:32,40-49,2307,Male,5024,NEDBANK RUNNING CLUB EC,South Africa
5627,54974,F - Group 1,NA,Winnie MUKUPUKI,09:46:12,09:43:39,Senior,287,Female,603,SWAKOP STRIDERS,Namibia
5628,19010,E - Group 1,LS,Thabo Jobo MUSO,09:46:14,09:44:24,40-49,2308,Male,5025,CELL C ATHLETIC CLUB,Lesotho
5629,12814,E - Group 1,ZA,Remofilwe HLATSHWAYO,09:46:14,09:43:59,Senior,1838,Male,5026,TEAM VITALITY CLUB CG,South Africa
5630,47145,F - Group 1,BR,Luis Gustavo SANTOS,09:46:15,09:43:52,40-49,2309,Male,5027,TABOADA RUNNERS,Brazil
5631,56031,C - Group 1,ZA,Mosalashuping Emmanuel SETLHAPELO,09:46:15,09:45:13,Senior,1839,Male,5028,MAFIKENG ROAD RUNNERS,South Africa
5632,46287,M - Group 2,ZA,Wendy NDOBE,09:46:18,09:46:07,40-49,260,Female,604,MALAMULELE AC,South Africa
5633,59891,M - Group 2,ZA,Malamulele MARINGA,09:46:18,09:43:30,40-49,2310,Male,5029,MALAMULELE AC,South Africa
5634,36353,D - Group 1,ZA,Joshua DAVIDS,09:46:18,09:44:29,Senior,1840,Male,5030,TEAM VITALITY AC WP,South Africa
5635,37715,F - Group 1,ZA,Joby TAYLOR,09:46:19,09:43:33,40-49,2311,Male,5031,SESHENG AC,South Africa
5636,3309,H - Group 1,ZA,Emma POTTS,09:46:19,09:42:36,40-49,261,Female,605,SAVAGES AC,South Africa
5637,43650,F - Group 1,ZA,James GILLARD,09:46:20,09:43:35,Senior,1841,Male,5032,WEST COAST AC,South Africa
5638,28156,E - Group 1,ZA,Thapelo TUMANE,09:46:20,09:44:23,50-59,791,Male,5033,RUN WALK FOR LIFE NWN,South Africa
5639,35222,C - Group 1,ZA,Edward MZOBE,09:46:20,09:45:44,50-59,792,Male,5034,HOLLYWOOD AC KZNA,South Africa
5640,34670,L - Group 2,ZA,Maria THEKISO,09:46:21,09:46:09,50-59,55,Female,606,SOWETO CABAL AC,South Africa
5641,7002,E - Group 1,ZA,Sue BROMFIELD,09:46:21,09:44:25,40-49,262,Female,607,FOURWAYS ROAD RUNNERS (LONEHILL),South Africa
5642,22384,G - Group 1,ZA,Felani Mciniseli MAHLALELA,09:46:24,09:42:33,Senior,1842,Male,5035,SASOL MARATHON CLUB,South Africa
5643,55525,F - Group 1,ZA,Brigitte O'CONNOR,09:46:24,09:44:15,40-49,263,Female,608,BOKSBURG AC,South Africa
5644,36695,C - Group 1,ZA,Tsela TLHOLO,09:46:25,09:45:55,40-49,2312,Male,5036,ESKOM AC GN,South Africa
5645,21540,D - Group 1,ZA,Blessing MTHEMBU,09:46:27,09:43:10,50-59,793,Male,5037,HOLLYWOOD AC KZNA,South Africa
5646,16194,G - Group 1,ZA,Sanele MBONAMBI,09:46:27,09:42:06,Senior,1843,Male,5038,RANDBURG HARRIERS,South Africa
5647,34804,R - Group 2,ZA,Eben BRUMMER,09:46:27,09:42:09,40-49,2313,Male,5039,ARD AC,South Africa
5648,48130,F - Group 1,ZA,Moalosi LESITO,09:46:28,09:43:51,Senior,1844,Male,5040,JUST RUNNING AC,South Africa
5649,22634,E - Group 1,ZA,Sboniso MAJOLA,09:46:29,09:44:26,40-49,2314,Male,5041,HOLLYWOOD AC KZNA,South Africa
5650,37277,D - Group 1,GB,Charles TYLER,09:46:30,09:44:21,Senior,1845,Male,5042,CLAPHAM CHASERS,United Kingdom
5651,13865,E - Group 1,ZA,Sandile NZIMANDE,09:46:31,09:44:19,50-59,794,Male,5043,RUN ZONE AC,South Africa
5652,53241,L - Group 2,ZA,Tony THOBANE,09:46:31,09:45:48,50-59,795,Male,5044,ARCADIA RUNNING CLUB,South Africa
5653,59550,G - Group 1,ZA,Abel Itumeleng KASONKOLA,09:46:32,09:43:45,50-59,796,Male,5045,ANGLO AMERICAN PROCESS ATHLETIC CLUB,South Africa
5654,24928,E - Group 1,ZA,Rirhandzu MATHEBULA,09:46:33,09:43:46,40-49,2315,Male,5046,RANDBURG HARRIERS,South Africa
5655,45111,H - Group 1,ZA,Ntombi MAJOKO,09:46:37,09:43:02,40-49,264,Female,609,TEAM VITALITY ATLETIC CLUB GN,South Africa
5656,49945,G - Group 1,ZA,Stephen NGIBA,09:46:37,09:43:47,50-59,797,Male,5047,CHILTERN AC,South Africa
5657,34939,B - Group 1,ZA,Mawande MBANGATA,09:46:38,09:46:33,Senior,1846,Male,5048,DISHABA AC,South Africa
5658,56201,E - Group 1,ZA,Mpumzi KUNENE,09:46:38,09:44:57,50-59,798,Male,5049,UMZIMKHULU AC,South Africa
5659,51091,F - Group 1,ZA,Cormet KWINDA,09:46:38,09:44:51,40-49,2316,Male,5050,NEDBANK RUNNING CLUB CG,South Africa
5660,34077,F - Group 1,GB,Laura REYNOLDS,09:46:39,09:43:25,40-49,265,Female,610,WILMSLOW RUNNING CLUB,United Kingdom
5661,48568,E - Group 1,ZA,Bulelani MINI,09:46:40,09:44:50,Senior,1847,Male,5051,VOLKSWAGEN A A C,South Africa
5662,48473,F - Group 1,ZA,Cebolenkosi NXUMALO,09:46:40,09:45:26,Senior,1848,Male,5052,TEAM VITALITY CLUB CG,South Africa
5663,16875,E - Group 1,ZA,Jason KLAASEN,09:46:41,09:44:33,Senior,1849,Male,5053,DURBAN HIGH SCHOOL OLD BOYS AC,South Africa
5664,38763,G - Group 1,ZA,Unathi ROSHE,09:46:43,09:43:50,40-49,266,Female,611,ROODEPOORT AC,South Africa
5665,29216,G - Group 1,ZA,Sean FISH,09:46:43,09:43:48,40-49,2317,Male,5054,TEAM VITALITY CLUB CG,South Africa
5666,46039,E - Group 1,ZA,Victor Mthokozisi JACA,09:46:44,09:43:54,40-49,2318,Male,5055,HOLLYWOOD AC KZNA,South Africa
5667,51145,H - Group 1,ZA,Petrus MNGUNI,09:46:45,09:41:23,50-59,799,Male,5056,BESTMED AC GN,South Africa
5668,13785,E - Group 1,ZA,Warren WEST,09:46:45,09:44:33,40-49,2319,Male,5057,HILLCREST VILLAGERS AC,South Africa
5669,32523,H - Group 1,ZA,Mooiman MAPHOSA,09:46:46,09:42:48,40-49,2320,Male,5058,MORETELE AC,South Africa
5670,37873,F - Group 1,ZA,Jacobus Christoffel JOUBERT,09:46:46,09:44:45,Senior,1850,Male,5059,MIDACK MARATHON CLUB,South Africa
5671,40292,J - Group 1,US,Scott BROWN,09:46:46,09:41:09,40-49,2321,Male,5060,,United States of America (the)
5672,45028,D - Group 1,ZA,Denver VAN DER BERGH,09:46:47,09:45:08,40-49,2322,Male,5061,CELTIC HARRIERS,South Africa
5673,36487,M - Group 2,ZA,Siyabonga SOKHELA,09:46:49,09:46:12,40-49,2323,Male,5062,HOLLYWOOD AC KZNA,South Africa
5674,55891,L - Group 2,ZA,Kealeboga MFUNDISI,09:46:51,09:46:39,50-59,800,Male,5063,MAFIKENG ROAD RUNNERS,South Africa
5675,44335,F - Group 1,ZA,Amon SITHOLE,09:46:52,09:44:51,50-59,801,Male,5064,SASOL MARATHON CLUB,South Africa
5676,23909,D - Group 1,ZA,Arthur PRETORIUS,09:46:52,09:45:21,Senior,1851,Male,5065,TEAM VITALITY CLUB CG,South Africa
5677,42827,D - Group 1,US,Rick GANZI,09:46:54,09:45:38,60-69,89,Male,5066,,United States of America (the)
5678,52932,N - Group 2,ZA,Salumi KRIEK,09:46:54,09:44:16,40-49,267,Female,612,NEDBANK BYGRACE RUNNING CLUB - FS,South Africa
5679,48242,H - Group 1,ZA,Minette LIVINGSTONE-LOUW,09:46:55,09:43:01,Senior,288,Female,613,PAARL AC,South Africa
5680,6075,D - Group 1,IN,Sukanto ROY,09:46:56,09:44:22,Senior,1852,Male,5067,RELIANCE RUNNERS,India
5681,40202,G - Group 1,ZA,Charmaine BOTHA,09:46:57,09:43:10,40-49,268,Female,614,SPRINGS STRIDERS,South Africa
5682,42978,C - Group 1,CD,Franck Raoul KAPITA,09:46:57,09:46:27,Senior,1853,Male,5068,SHALOM MARATHON CLUB,Congo (the Democratic Republic of the)
5683,17928,F - Group 1,IN,Mayank KUMAR,09:46:58,09:44:24,40-49,2324,Male,5069,RUNNERS FIRST INDIA,India
5684,58109,G - Group 1,ZA,Ntona MAROTA,09:46:58,09:44:01,40-49,2325,Male,5070,TEAM VITALITY CLUB CG,South Africa
5685,54663,E - Group 1,ZA,Sithembiso NTOMBELA,09:46:59,09:45:10,50-59,802,Male,5071,VARSITY KUDUS,South Africa
5686,33889,D - Group 1,ZA,Delani MPIYAKHE,09:46:59,09:44:54,40-49,2326,Male,5072,HOLLYWOOD AC KZNA,South Africa
5687,36670,E - Group 1,ZA,Struan BETTY-BROWN,09:47:01,09:45:18,Senior,1854,Male,5073,PIRATES ROAD RUNNING CLUB,South Africa
5688,41234,G - Group 1,ZA,Lebogang GAAJE,09:47:03,09:42:56,40-49,2327,Male,5074,ROODEPOORT AC,South Africa
5689,41969,D - Group 1,ZA,Ngebe Alpheus MARUMO,09:47:03,09:45:19,40-49,2328,Male,5075,HOLLYWOOD AC CGA,South Africa
5690,35146,M - Group 2,ZA,Ntsako CONFIDENCE,09:47:05,09:45:03,Senior,1855,Male,5076,SHIKHUMBA AC,South Africa
5691,37006,E - Group 1,BR,Alfredo CASTANHEIRA,09:47:08,09:45:23,40-49,2329,Male,5077,CASTANHEIRAS,Brazil
5692,59886,F - Group 1,SZ,Charles ZWANE,09:47:09,09:44:40,40-49,2330,Male,5078,,Eswatini
5693,47948,H - Group 1,ZA,Mabhuti GWAVU,09:47:09,09:44:14,60-69,90,Male,5079,ORIGINAL MAMBAS AC,South Africa
5694,20013,Q - Group 2,ZA,Khethukuthula Vincent MKHIZE,09:47:09,09:42:24,40-49,2331,Male,5080,ZAKHELE RUNNING CLUB,South Africa
5695,12603,H - Group 1,ZA,Loyiso NEBE,09:47:10,09:43:59,Senior,1856,Male,5081,DAVEYTON HEARTS AC,South Africa
5696,34979,F - Group 1,IN,Naga SAYEENATHAN,09:47:10,09:44:50,40-49,2332,Male,5082,CHENNAI RUNNERS,India
5697,43514,G - Group 1,ZA,Michelle OLIVIER,09:47:11,09:44:08,40-49,269,Female,615,HILLCREST VILLAGERS AC,South Africa
5698,8758,H - Group 1,ZA,Goodman MAHLANGU,09:47:11,09:44:35,50-59,803,Male,5083,AEL RC,South Africa
5699,48317,D - Group 1,ZA,Nkululeko HLANGU,09:47:13,09:45:31,Senior,1857,Male,5084,HOLLYWOOD AC KZNA,South Africa
5700,50244,G - Group 1,ZA,Magezi Eric MASHIMBYE,09:47:14,09:42:58,40-49,2333,Male,5085,SAPG AC,South Africa
5701,10413,C - Group 1,ZA,Johannes MOLEPO,09:47:14,09:46:48,60-69,91,Male,5086,CORRECTIONAL SERVICES GN (DEPT OF CORR SRVICES PRETORIA),South Africa
5702,15195,D - Group 1,ZA,Nicolas STEENSMA,09:47:16,09:46:04,Senior,1858,Male,5087,NEDBANK RUNNING CLUB CG,South Africa
5703,9767,D - Group 1,US,Joel DUHON,09:47:17,09:45:53,40-49,2334,Male,5088,,United States of America (the)
5704,56990,E - Group 1,ZA,Sithembele BOOI,09:47:18,09:44:37,Senior,1859,Male,5089,BEDFORDVIEW ATHLETICS,South Africa
5705,11061,D - Group 1,ZA,Jabulisiwe NGIDI,09:47:19,09:46:12,Senior,289,Female,616,HOLLYWOOD AC KZNA,South Africa
5706,35668,H - Group 1,ZA,Nikki JOHNSON,09:47:23,09:42:54,40-49,270,Female,617,OXFORD STRIDERS,South Africa
5707,44067,F - Group 1,ZA,Tshepo MOTSUSI,09:47:26,09:45:14,40-49,2335,Male,5090,RAND WATER VAAL TRIANGLE,South Africa
5708,10652,G - Group 1,ZA,Robert MUNYAI,09:47:26,09:43:11,50-59,804,Male,5091,DAXINA STRIDERS,South Africa
5709,38133,G - Group 1,ZA,Jeremia MAHLANGU,09:47:27,09:43:35,Senior,1860,Male,5092,MIWAY WARRIORS,South Africa
5710,28526,C - Group 1,ZA,Tshidiso KHOELE,09:47:28,09:46:58,50-59,805,Male,5093,CORRECTIONAL SERVICES CG,South Africa
5711,15028,G - Group 1,ZA,Matodzi MAKWARELA,09:47:29,09:44:22,50-59,806,Male,5094,MZANSI AC,South Africa
5712,29678,F - Group 1,ZA,Fikile NDAYI,09:47:29,09:44:58,40-49,2336,Male,5095,WOODVIEW AC,South Africa
5713,19938,F - Group 1,ZA,Ramudzuli SUMBANA,09:47:30,09:44:42,40-49,2337,Male,5096,WATERFALL AC,South Africa
5714,52899,M - Group 2,IN,Harish KOTIAN,09:47:31,09:47:11,40-49,2338,Male,5097,HAPPY FEET CHAMPIONS,India
5715,56103,E - Group 1,ZA,Donovan DAVIDS,09:47:33,09:45:03,40-49,2339,Male,5098,MITCHELLS PLAIN TITANS,South Africa
5716,40167,D - Group 1,ZA,Analie HEYNS,09:47:35,09:46:32,50-59,56,Female,618,LANGEBERG AC,South Africa
5717,42775,G - Group 1,ZA,Ngwanomonna Simon MOTHAPO,09:47:35,09:46:14,40-49,2340,Male,5099,FAR NORTH RUNNERS CLUB,South Africa
5718,24773,C - Group 1,ZA,Phillimon Letlhogonolo MORAKE,09:47:35,09:47:11,Senior,1861,Male,5100,HOLLYWOOD AC AGN,South Africa
5719,26841,E - Group 1,ZA,Andries MOLEPO,09:47:36,09:45:57,Senior,1862,Male,5101,FAR NORTH RUNNERS CLUB,South Africa
5720,49051,E - Group 1,GB,Derrick VAN ZYL,09:47:37,09:44:42,40-49,2341,Male,5102,,United Kingdom
5721,51861,C - Group 1,ZA,Sibonelo MEMELA,09:47:38,09:47:04,40-49,2342,Male,5103,HOLLYWOOD AC KZNA,South Africa
5722,52692,H - Group 1,ZA,Mduduzi SIBIYA,09:47:40,09:42:04,Senior,1863,Male,5104,HOLLYWOOD AC KZNA,South Africa
5723,18549,F - Group 1,ZA,Johannes MALAZA,09:47:40,09:45:08,50-59,807,Male,5105,THUNGELA AC,South Africa
5724,8344,G - Group 1,ZA,Alex NKUNA,09:47:40,09:44:06,40-49,2343,Male,5106,SAPS LIMPOPO MARATHON CLUB,South Africa
5725,56840,G - Group 1,ZA,Heinrich PRINSLOO,09:47:40,09:44:25,Senior,1864,Male,5107,TEAM VITALITY ATLETIC CLUB GN,South Africa
5726,45070,H - Group 1,ZA,Leandre VAN TONDER,09:47:40,09:44:03,Senior,290,Female,619,DIE VUILHONDE AC,South Africa
5727,29658,L - Group 2,ZA,Bheka SHANDU,09:47:40,09:46:43,50-59,808,Male,5108,UMKOMASS AC,South Africa
5728,51789,D - Group 1,ZA,Rhangani Joel KASANAVKO,09:47:42,09:46:37,50-59,809,Male,5109,THUNGELA AC,South Africa
5729,38145,N - Group 2,ZA,Tessa PRATT,09:47:42,09:45:15,Senior,291,Female,620,PURE SYMMETRY MULTISPORT,South Africa
5730,42913,E - Group 1,ZA,Lynette HEWITT,09:47:42,09:45:36,40-49,271,Female,621,JEPPE QUONDAM AC,South Africa
5731,45898,H - Group 1,ZA,Londani MATHAVHANE,09:47:42,09:42:20,40-49,2344,Male,5110,MZANSI AC,South Africa
5732,50503,D - Group 1,ZA,Malusi DUBE,09:47:43,09:47:01,40-49,2345,Male,5111,HOLLYWOOD AC KZNA,South Africa
5733,38444,E - Group 1,ZA,Segatike Oscar KGAPHOLA,09:47:44,09:46:16,40-49,2346,Male,5112,TMPD AC,South Africa
5734,4172,G - Group 1,ZA,Michael FORSHAW,09:47:46,09:43:25,60-69,92,Male,5113,SOUTH COAST STRIDERS,South Africa
5735,50322,R - Group 2,IN,Dr Sandeep KATE,09:47:47,09:45:34,40-49,2347,Male,5114,SATARA HILL RUNNERS,India
5736,54640,F - Group 1,GB,Sarah PLACE,09:47:47,09:44:13,Senior,292,Female,622,,United Kingdom
5737,22084,E - Group 1,ZA,Mxolisi MDLALOSE,09:47:48,09:45:27,Senior,1865,Male,5115,QHUBEKA AC,South Africa
5738,18085,E - Group 1,ZA,Tumisang MASIMULA,09:47:50,09:45:46,40-49,2348,Male,5116,TEAM VITALITY ATLETIC CLUB GN,South Africa
5739,32459,D - Group 1,ZA,Mlungisi KHUMALO,09:47:51,09:46:50,40-49,2349,Male,5117,VERTICAL SPACES AC,South Africa
5740,9244,E - Group 1,ZA,Timothy RAAFF,09:47:53,09:46:41,40-49,2350,Male,5118,DURBAN HIGH SCHOOL OLD BOYS AC,South Africa
5741,12226,F - Group 1,ZA,Mandy IMMELMAN,09:47:53,09:45:33,50-59,57,Female,623,EASY EQUITIES BORN 2 RUN GN,South Africa
5742,28225,D - Group 1,ZA,Aubery MALULEKE,09:47:54,09:46:49,40-49,2351,Male,5119,HOLLYWOOD AC AGN,South Africa
5743,37248,D - Group 1,ZA,Mlungisi MABEDLA,09:47:55,09:46:23,40-49,2352,Male,5120,TEAM VITALITY CLUB CG,South Africa
5744,39309,D - Group 1,ZA,Phumelele MAGODLA,09:47:56,09:46:23,50-59,810,Male,5121,TYMEBANK LANGA AC,South Africa
5745,58987,H - Group 1,ZA,Mbulelo KWALI,09:47:56,09:43:02,40-49,2353,Male,5122,MANONI SPORTS CLUB (WPA),South Africa
5746,53426,D - Group 1,XX,Vladimir AGAPOV,09:47:56,09:46:39,50-59,811,Male,5123,STAVROPOLYS,ANA
5747,9984,G - Group 1,ZA,Vutlhari Samuel TLAKOLA,09:47:57,09:43:28,40-49,2354,Male,5124,CORRECTIONAL SERVICES BOR,South Africa
5748,45014,G - Group 1,ZA,Matome MAAKE,09:47:57,09:43:45,40-49,2355,Male,5125,DEPARTMENT OF RURAL DEVELOPMENT AND LAND REFORM AC GN,South Africa
5749,40943,C - Group 1,ZA,Sibusiso JOKWENI,09:47:58,09:47:58,40-49,2356,Male,5126,HOLLYWOOD AC KZNA,South Africa
5750,30095,D - Group 1,ZA,Velebukhosini ZULU,09:47:58,09:47:20,40-49,2357,Male,5127,SANDF,South Africa
5751,48841,H - Group 1,ZA,Sinalo GOLA,09:47:58,09:43:36,Senior,293,Female,624,CHILLIE RUNNING CLUB WP,South Africa
5752,36675,E - Group 1,ZA,Calvin KING,09:47:59,09:45:03,Senior,1866,Male,5128,TEAM VITALITY AC WP,South Africa
5753,10877,E - Group 1,IN,Sindhu UMESH,09:47:59,09:45:34,Senior,294,Female,625,HAPPYFEET CHAMPIONS,India
5754,24634,M - Group 2,AU,Larin ALLISON,09:48:00,09:46:39,40-49,2358,Male,5129,WEST AUSTRALIAN MARATHON CLUB,Australia
5755,54184,F - Group 1,ZA,Chantel SMITH,09:48:01,09:43:52,40-49,272,Female,626,EASTERNS KRAAIFONTEIN AC,South Africa
5756,9236,D - Group 1,ZA,Mzukisi NOQHAMZA,09:48:01,09:46:33,40-49,2359,Male,5130,DWS AC,South Africa
5757,15020,E - Group 1,ZA,Jacob KGAABI,09:48:01,09:45:51,50-59,812,Male,5131,CORRECTIONAL SERVICES GN (DEPT OF CORR SRVICES PRETORIA),South Africa
5758,12458,D - Group 1,IN,Ajit GODBHARLE,09:48:03,09:47:08,40-49,2360,Male,5132,BAVDHAN BRIGADE,India
5759,39281,C - Group 1,ZA,Dewald DE GOEDE,09:48:04,09:47:02,40-49,2361,Male,5133,CAPE MULTI SPORT CLUB,South Africa
5760,50806,E - Group 1,ZA,Maphunye MAPHUNYE,09:48:07,09:45:52,40-49,2362,Male,5134,NORTHAM PLATIUM MINE MARATHON CLUB,South Africa
5761,55313,M - Group 2,ZW,Chamirayi Aaron MANYUMWA,09:48:07,09:45:42,50-59,813,Male,5135,RIOT RUNNING CLUB ZIM,Zimbabwe
5762,22731,M - Group 2,ZA,Chelsea RODRIGUES,09:48:08,09:46:59,Senior,295,Female,627,PEAK PERFORMANCE AC CG,South Africa
5763,36200,B - Group 1,ZA,George MOOI,09:48:09,09:47:52,50-59,814,Male,5136,GALLOPERS AC,South Africa
